file_name,tax_year,owner_name,account_number,recommended_value,value_source,recommended_path,confidence,issues,signature_detected,see_attached,schedule_e_total,best_attachment_total,agent_status,agent_confidence,agent_flags,final_value,final_source,appraiser_notes,locked_at
sample_rendition.pdf,,eh p rype,,126562.0,attachment_summary_total,use_attachment_total_pending_review,low,Schedule E row-level values were not extractable.,True,True,126562.0,126562.0,fallback,0.45,ai_review_skipped_no_api_key | conflicting_attachment_total_candidates | missing_acquisition_year_candidate | missing_historical_cost_candidate | missing_rendered_value_candidate,126562.0,pipeline_recommendation,stamp smoke test,2026-04-21T09:47:21
